ID,LowFault,LowWarning,HighWarning,HighFault
228,-4000000,-3999999,3999999,4000000
229,-4000000,-3999999,3999999,4000000
230,-4000000,-3999999,3999999,4000000
231,-4000000,-3999999,3999999,4000000
232,-4000000,-3999999,3999999,4000000
233,-4000000,-3999999,3999999,4000000
234,-4000000,-3999999,3999999,4000000
235,-4000000,-3999999,3999999,4000000
236,-4000000,-3999999,3999999,4000000
237,-4000000,-3999999,3999999,4000000
238,-4000000,-3999999,3999999,4000000
239,-4000000,-3999999,3999999,4000000
240,-4000000,-3999999,3999999,4000000
241,-4000000,-3999999,3999999,4000000
242,-4000000,-3999999,3999999,4000000
243,-4000000,-3999999,3999999,4000000
301,-4000000,-3999999,3999999,4000000
302,-4000000,-3999999,3999999,4000000
303,-4000000,-3999999,3999999,4000000
304,-4000000,-3999999,3999999,4000000
305,-4000000,-3999999,3999999,4000000
306,-4000000,-3999999,3999999,4000000
307,-4000000,-3999999,3999999,4000000
308,-4000000,-3999999,3999999,4000000
309,-4000000,-3999999,3999999,4000000
310,-4000000,-3999999,3999999,4000000
311,-4000000,-3999999,3999999,4000000
312,-4000000,-3999999,3999999,4000000
313,-4000000,-3999999,3999999,4000000
314,-4000000,-3999999,3999999,4000000
315,-4000000,-3999999,3999999,4000000
316,-4000000,-3999999,3999999,4000000
317,-4000000,-3999999,3999999,4000000
318,-4000000,-3999999,3999999,4000000
319,-4000000,-3999999,3999999,4000000
320,-4000000,-3999999,3999999,4000000
321,-4000000,-3999999,3999999,4000000
322,-4000000,-3999999,3999999,4000000
323,-4000000,-3999999,3999999,4000000
324,-4000000,-3999999,3999999,4000000
325,-4000000,-3999999,3999999,4000000
326,-4000000,-3999999,3999999,4000000
327,-4000000,-3999999,3999999,4000000
328,-4000000,-3999999,3999999,4000000
329,-4000000,-3999999,3999999,4000000
330,-4000000,-3999999,3999999,4000000
331,-4000000,-3999999,3999999,4000000
332,-4000000,-3999999,3999999,4000000
333,-4000000,-3999999,3999999,4000000
334,-4000000,-3999999,3999999,4000000
335,-4000000,-3999999,3999999,4000000
336,-4000000,-3999999,3999999,4000000
337,-4000000,-3999999,3999999,4000000
338,-4000000,-3999999,3999999,4000000
339,-4000000,-3999999,3999999,4000000
340,-4000000,-3999999,3999999,4000000
341,-4000000,-3999999,3999999,4000000
342,-4000000,-3999999,3999999,4000000
343,-4000000,-3999999,3999999,4000000
407,-4000000,-3999999,3999999,4000000
408,-4000000,-3999999,3999999,4000000
409,-4000000,-3999999,3999999,4000000
410,-4000000,-3999999,3999999,4000000
411,-4000000,-3999999,3999999,4000000
412,-4000000,-3999999,3999999,4000000
414,-4000000,-3999999,3999999,4000000
415,-4000000,-3999999,3999999,4000000
416,-4000000,-3999999,3999999,4000000
417,-4000000,-3999999,3999999,4000000
418,-4000000,-3999999,3999999,4000000
419,-4000000,-3999999,3999999,4000000
420,-4000000,-3999999,3999999,4000000
421,-4000000,-3999999,3999999,4000000
422,-4000000,-3999999,3999999,4000000
423,-4000000,-3999999,3999999,4000000
424,-4000000,-3999999,3999999,4000000
425,-4000000,-3999999,3999999,4000000
427,-4000000,-3999999,3999999,4000000
428,-4000000,-3999999,3999999,4000000
429,-4000000,-3999999,3999999,4000000
430,-4000000,-3999999,3999999,4000000
431,-4000000,-3999999,3999999,4000000
432,-4000000,-3999999,3999999,4000000
433,-4000000,-3999999,3999999,4000000
434,-4000000,-3999999,3999999,4000000
435,-4000000,-3999999,3999999,4000000
436,-4000000,-3999999,3999999,4000000
437,-4000000,-3999999,3999999,4000000
438,-4000000,-3999999,3999999,4000000
439,-4000000,-3999999,3999999,4000000
440,-4000000,-3999999,3999999,4000000
441,-4000000,-3999999,3999999,4000000
442,-4000000,-3999999,3999999,4000000
443,-4000000,-3999999,3999999,4000000
